location,date,new_deaths_smoothed,people_vaccinated
Brazil,2024-05-10,0.0,
Brazil,2024-05-11,0.0,
Brazil,2024-05-12,0.0,
Brazil,2024-05-13,0.0,
Brazil,2024-05-14,0.0,
Brazil,2024-05-15,0.0,
Brazil,2024-05-16,0.0,
Brazil,2024-05-17,0.0,
Brazil,2024-05-18,0.0,
Brazil,2024-05-19,0.0,
Brazil,2024-05-20,0.0,
Brazil,2024-05-21,0.0,
Brazil,2024-05-22,0.0,
Brazil,2024-05-23,0.0,
Brazil,2024-05-24,0.0,
Brazil,2024-05-25,0.0,
Brazil,2024-05-26,0.0,
Brazil,2024-05-27,0.0,
Brazil,2024-05-28,0.0,
Brazil,2024-05-29,0.0,
Brazil,2024-05-30,0.0,
Brazil,2024-05-31,0.0,
Brazil,2024-06-01,0.0,
Brazil,2024-06-02,0.0,
Brazil,2024-06-03,0.0,
Brazil,2024-06-04,0.0,
Brazil,2024-06-05,0.0,
Brazil,2024-06-06,0.0,
Brazil,2024-06-07,0.0,
Brazil,2024-06-08,0.0,
Brazil,2024-06-09,0.0,
Brazil,2024-06-10,0.0,
Brazil,2024-06-11,0.0,
Brazil,2024-06-12,0.0,
Brazil,2024-06-13,0.0,
Brazil,2024-06-14,0.0,
Brazil,2024-06-15,0.0,
Brazil,2024-06-16,0.0,
Brazil,2024-06-17,0.0,
Brazil,2024-06-18,0.0,
Brazil,2024-06-19,0.0,
Brazil,2024-06-20,0.0,
Brazil,2024-06-21,0.0,
Brazil,2024-06-22,0.0,
Brazil,2024-06-23,0.0,
Brazil,2024-06-24,0.0,
Brazil,2024-06-25,0.0,
Brazil,2024-06-26,0.0,
Brazil,2024-06-27,0.0,
Brazil,2024-06-28,0.0,
Brazil,2024-06-29,0.0,
Brazil,2024-06-30,0.0,
Brazil,2024-07-01,0.0,
Brazil,2024-07-02,0.0,
Brazil,2024-07-03,0.0,
Brazil,2024-07-04,0.0,
Brazil,2024-07-05,0.0,
Brazil,2024-07-06,0.0,
Brazil,2024-07-07,0.0,
Brazil,2024-07-08,0.0,
Brazil,2024-07-09,0.0,
Brazil,2024-07-10,0.0,
Brazil,2024-07-11,0.0,
Brazil,2024-07-12,0.0,
Brazil,2024-07-13,0.0,
Brazil,2024-07-14,0.0,
Brazil,2024-07-15,0.0,
Brazil,2024-07-16,0.0,
Brazil,2024-07-17,0.0,
Brazil,2024-07-18,0.0,
Brazil,2024-07-19,0.0,
Brazil,2024-07-20,0.0,
Brazil,2024-07-21,0.0,
Brazil,2024-07-22,0.0,
Brazil,2024-07-23,0.0,
Brazil,2024-07-24,0.0,
Brazil,2024-07-25,0.0,
Brazil,2024-07-26,0.0,
Brazil,2024-07-27,0.0,
Brazil,2024-07-28,0.0,
Brazil,2024-07-29,0.0,
Brazil,2024-07-30,0.0,
Brazil,2024-07-31,0.0,
Brazil,2024-08-01,0.0,
Brazil,2024-08-02,0.0,
Brazil,2024-08-03,0.0,
Brazil,2024-08-04,0.0,
Chile,2020-01-05,,
Chile,2020-01-06,,
Chile,2020-01-07,,
Chile,2020-01-08,,
Chile,2020-01-09,,
Chile,2020-01-10,0.0,
Chile,2020-01-11,0.0,
Chile,2020-01-12,0.0,
Chile,2020-01-13,0.0,
Chile,2020-01-14,0.0,
Chile,2020-01-15,0.0,
Chile,2020-01-16,0.0,
Chile,2020-01-17,0.0,
Chile,2020-01-18,0.0,
Chile,2020-01-19,0.0,
Chile,2020-01-20,0.0,
Chile,2020-01-21,0.0,
Chile,2020-01-22,0.0,
Chile,2020-01-23,0.0,
Chile,2020-01-24,0.0,
Chile,2020-01-25,0.0,
Chile,2020-01-26,0.0,
Chile,2020-01-27,0.0,
Chile,2020-01-28,0.0,
Chile,2020-01-29,0.0,
Chile,2020-01-30,0.0,
Chile,2020-01-31,0.0,
Chile,2020-02-01,0.0,
Chile,2020-02-02,0.0,
Chile,2020-02-03,0.0,
Chile,2020-02-04,0.0,
Chile,2020-02-05,0.0,
Chile,2020-02-06,0.0,
Chile,2020-02-07,0.0,
Chile,2020-02-08,0.0,
Chile,2020-02-09,0.0,
Chile,2020-02-10,0.0,
Chile,2020-02-11,0.0,
Chile,2020-02-12,0.0,
Chile,2020-02-13,0.0,
Chile,2020-02-14,0.0,
Chile,2020-02-15,0.0,
Chile,2020-02-16,0.0,
Chile,2020-02-17,0.0,
Chile,2020-02-18,0.0,
Chile,2020-02-19,0.0,
Chile,2020-02-20,0.0,
Chile,2020-02-21,0.0,
Chile,2020-02-22,0.0,
Chile,2020-02-23,0.0,
Chile,2020-02-24,0.0,
Chile,2020-02-25,0.0,
Chile,2020-02-26,0.0,
Chile,2020-02-27,0.0,
Chile,2020-02-28,0.0,
Chile,2020-02-29,0.0,
Chile,2020-03-01,0.0,
Chile,2020-03-02,0.0,
Chile,2020-03-03,0.0,
Chile,2020-03-04,0.0,
Chile,2020-03-05,0.0,
Chile,2020-03-06,0.0,
Chile,2020-03-07,0.0,
Chile,2020-03-08,0.0,
Chile,2020-03-09,0.0,
Chile,2020-03-10,0.0,
Chile,2020-03-11,0.0,
Chile,2020-03-12,0.0,
Chile,2020-03-13,0.0,
Chile,2020-03-14,0.0,
Chile,2020-03-15,0.0,
Chile,2020-03-16,0.0,
Chile,2020-03-17,0.0,
Chile,2020-03-18,0.0,
Chile,2020-03-19,0.0,
Chile,2020-03-20,0.0,
Chile,2020-03-21,0.0,
Chile,2020-03-22,0.0,
Chile,2020-03-23,0.0,
Chile,2020-03-24,0.0,
Chile,2020-03-25,0.0,
Chile,2020-03-26,0.0,
Chile,2020-03-27,0.0,
Chile,2020-03-28,0.0,
Chile,2020-03-29,0.86,
Chile,2020-03-30,0.86,
Chile,2020-03-31,0.86,
Chile,2020-04-01,0.86,
Chile,2020-04-02,0.86,
Chile,2020-04-03,0.86,
Chile,2020-04-04,0.86,
Chile,2020-04-05,3.0,
Chile,2020-04-06,3.0,
Chile,2020-04-07,3.0,
Chile,2020-04-08,3.0,
Chile,2020-04-09,3.0,
Chile,2020-04-10,3.0,
Chile,2020-04-11,3.0,
Chile,2020-04-12,6.57,
Chile,2020-04-13,6.57,
Chile,2020-04-14,6.57,
Chile,2020-04-15,6.57,
Chile,2020-04-16,6.57,
Chile,2020-04-17,6.57,
Chile,2020-04-18,6.57,
Chile,2020-04-19,7.57,
Chile,2020-04-20,7.57,
Chile,2020-04-21,7.57,
Chile,2020-04-22,7.57,
Chile,2020-04-23,7.57,
Chile,2020-04-24,7.57,
Chile,2020-04-25,7.57,
Chile,2020-04-26,7.86,
Chile,2020-04-27,7.86,
Chile,2020-04-28,7.86,
Chile,2020-04-29,7.86,
Chile,2020-04-30,7.86,
Chile,2020-05-01,7.86,
Chile,2020-05-02,7.86,
Chile,2020-05-03,9.43,
Chile,2020-05-04,9.43,
Chile,2020-05-05,9.43,
Chile,2020-05-06,9.43,
Chile,2020-05-07,9.43,
Chile,2020-05-08,9.43,
Chile,2020-05-09,9.43,
Chile,2020-05-10,8.14,
Chile,2020-05-11,8.14,
Chile,2020-05-12,8.14,
Chile,2020-05-13,8.14,
Chile,2020-05-14,8.14,
Chile,2020-05-15,8.14,
Chile,2020-05-16,8.14,
Chile,2020-05-17,16.71,
Chile,2020-05-18,16.71,
Chile,2020-05-19,16.71,
Chile,2020-05-20,16.71,
Chile,2020-05-21,16.71,
Chile,2020-05-22,16.71,
Chile,2020-05-23,16.71,
Chile,2020-05-24,36.0,
Chile,2020-05-25,36.0,
Chile,2020-05-26,36.0,
Chile,2020-05-27,36.0,
Chile,2020-05-28,36.0,
Chile,2020-05-29,36.0,
Chile,2020-05-30,36.0,
Chile,2020-05-31,46.29,
Chile,2020-06-01,46.29,
Chile,2020-06-02,46.29,
Chile,2020-06-03,46.29,
Chile,2020-06-04,46.29,
Chile,2020-06-05,46.29,
Chile,2020-06-06,46.29,
Chile,2020-06-07,77.71,
Chile,2020-06-08,77.71,
Chile,2020-06-09,77.71,
Chile,2020-06-10,77.71,
Chile,2020-06-11,77.71,
Chile,2020-06-12,77.71,
Chile,2020-06-13,77.71,
Chile,2020-06-14,222.86,
Chile,2020-06-15,222.86,
Chile,2020-06-16,222.86,
Chile,2020-06-17,222.86,
Chile,2020-06-18,222.86,
Chile,2020-06-19,222.86,
Chile,2020-06-20,222.86,
Chile,2020-06-21,170.57,
Chile,2020-06-22,170.57,
Chile,2020-06-23,170.57,
Chile,2020-06-24,170.57,
Chile,2020-06-25,170.57,
Chile,2020-06-26,170.57,
Chile,2020-06-27,170.57,
Chile,2020-06-28,150.29,
Chile,2020-06-29,150.29,
Chile,2020-06-30,150.29,
Chile,2020-07-01,150.29,
Chile,2020-07-02,150.29,
Chile,2020-07-03,150.29,
Chile,2020-07-04,150.29,
Chile,2020-07-05,120.71,
Chile,2020-07-06,120.71,
Chile,2020-07-07,120.71,
Chile,2020-07-08,120.71,
Chile,2020-07-09,120.71,
Chile,2020-07-10,120.71,
Chile,2020-07-11,120.71,
Chile,2020-07-12,98.43,
Chile,2020-07-13,98.43,
Chile,2020-07-14,98.43,
Chile,2020-07-15,98.43,
Chile,2020-07-16,98.43,
Chile,2020-07-17,98.43,
Chile,2020-07-18,98.43,
Chile,2020-07-19,223.43,
Chile,2020-07-20,223.43,
Chile,2020-07-21,223.43,
Chile,2020-07-22,223.43,
Chile,2020-07-23,223.43,
Chile,2020-07-24,223.43,
Chile,2020-07-25,223.43,
Chile,2020-07-26,82.14,
Chile,2020-07-27,82.14,
Chile,2020-07-28,82.14,
Chile,2020-07-29,82.14,
Chile,2020-07-30,82.14,
Chile,2020-07-31,82.14,
Chile,2020-08-01,82.14,
Chile,2020-08-02,73.29,
Chile,2020-08-03,73.29,
Chile,2020-08-04,73.29,
Chile,2020-08-05,73.29,
Chile,2020-08-06,73.29,
Chile,2020-08-07,73.29,
Chile,2020-08-08,73.29,
Chile,2020-08-09,68.29,
Chile,2020-08-10,68.29,
Chile,2020-08-11,68.29,
Chile,2020-08-12,68.29,
Chile,2020-08-13,68.29,
Chile,2020-08-14,68.29,
Chile,2020-08-15,68.29,
Chile,2020-08-16,54.86,
Chile,2020-08-17,54.86,
Chile,2020-08-18,54.86,
Chile,2020-08-19,54.86,
Chile,2020-08-20,54.86,
Chile,2020-08-21,54.86,
Chile,2020-08-22,54.86,
Chile,2020-08-23,56.71,
Chile,2020-08-24,56.71,
Chile,2020-08-25,56.71,
Chile,2020-08-26,56.71,
Chile,2020-08-27,56.71,
Chile,2020-08-28,56.71,
Chile,2020-08-29,56.71,
Chile,2020-08-30,55.57,
Chile,2020-08-31,55.57,
Chile,2020-09-01,55.57,
Chile,2020-09-02,55.57,
Chile,2020-09-03,55.57,
Chile,2020-09-04,55.57,
Chile,2020-09-05,55.57,
Chile,2020-09-06,52.86,
Chile,2020-09-07,52.86,
Chile,2020-09-08,52.86,
Chile,2020-09-09,52.86,
Chile,2020-09-10,52.86,
Chile,2020-09-11,52.86,
Chile,2020-09-12,52.86,
Chile,2020-09-13,49.14,
Chile,2020-09-14,49.14,
Chile,2020-09-15,49.14,
Chile,2020-09-16,49.14,
Chile,2020-09-17,49.14,
Chile,2020-09-18,49.14,
Chile,2020-09-19,49.14,
Chile,2020-09-20,51.29,
Chile,2020-09-21,51.29,
Chile,2020-09-22,51.29,
Chile,2020-09-23,51.29,
Chile,2020-09-24,51.29,
Chile,2020-09-25,51.29,
Chile,2020-09-26,51.29,
Chile,2020-09-27,48.14,
Chile,2020-09-28,48.14,
Chile,2020-09-29,48.14,
Chile,2020-09-30,48.14,
Chile,2020-10-01,48.14,
Chile,2020-10-02,48.14,
Chile,2020-10-03,48.14,
Chile,2020-10-04,46.86,
Chile,2020-10-05,46.86,
Chile,2020-10-06,46.86,
Chile,2020-10-07,46.86,
Chile,2020-10-08,46.86,
Chile,2020-10-09,46.86,
Chile,2020-10-10,46.86,
Chile,2020-10-11,50.43,
Chile,2020-10-12,50.43,
Chile,2020-10-13,50.43,
Chile,2020-10-14,50.43,
Chile,2020-10-15,50.43,
Chile,2020-10-16,50.43,
Chile,2020-10-17,50.43,
Chile,2020-10-18,45.14,
Chile,2020-10-19,45.14,
Chile,2020-10-20,45.14,
Chile,2020-10-21,45.14,
Chile,2020-10-22,45.14,
Chile,2020-10-23,45.14,
Chile,2020-10-24,45.14,
Chile,2020-10-25,43.43,
Chile,2020-10-26,43.43,
Chile,2020-10-27,43.43,
Chile,2020-10-28,43.43,
Chile,2020-10-29,43.43,
Chile,2020-10-30,43.43,
Chile,2020-10-31,43.43,
Chile,2020-11-01,45.0,
Chile,2020-11-02,45.0,
Chile,2020-11-03,45.0,
Chile,2020-11-04,45.0,
Chile,2020-11-05,45.0,
Chile,2020-11-06,45.0,
Chile,2020-11-07,45.0,
Chile,2020-11-08,41.71,
Chile,2020-11-09,41.71,
Chile,2020-11-10,41.71,
Chile,2020-11-11,41.71,
Chile,2020-11-12,41.71,
Chile,2020-11-13,41.71,
Chile,2020-11-14,41.71,
Chile,2020-11-15,39.71,
Chile,2020-11-16,39.71,
Chile,2020-11-17,39.71,
Chile,2020-11-18,39.71,
Chile,2020-11-19,39.71,
Chile,2020-11-20,39.71,
Chile,2020-11-21,39.71,
Chile,2020-11-22,36.14,
Chile,2020-11-23,36.14,
Chile,2020-11-24,36.14,
Chile,2020-11-25,36.14,
Chile,2020-11-26,36.14,
Chile,2020-11-27,36.14,
Chile,2020-11-28,36.14,
Chile,2020-11-29,41.71,
Chile,2020-11-30,41.71,
Chile,2020-12-01,41.71,
Chile,2020-12-02,41.71,
Chile,2020-12-03,41.71,
Chile,2020-12-04,41.71,
Chile,2020-12-05,41.71,
Chile,2020-12-06,38.57,
Chile,2020-12-07,38.57,
Chile,2020-12-08,38.57,
Chile,2020-12-09,38.57,
Chile,2020-12-10,38.57,
Chile,2020-12-11,38.57,
Chile,2020-12-12,38.57,
Chile,2020-12-13,36.29,
Chile,2020-12-14,36.29,
Chile,2020-12-15,36.29,
Chile,2020-12-16,36.29,
Chile,2020-12-17,36.29,
Chile,2020-12-18,36.29,
Chile,2020-12-19,36.29,
Chile,2020-12-20,36.43,
Chile,2020-12-21,36.43,
Chile,2020-12-22,36.43,
Chile,2020-12-23,36.43,
Chile,2020-12-24,36.43,420.0
Chile,2020-12-25,36.43,5199.0
Chile,2020-12-26,36.43,8339.0
Chile,2020-12-27,43.29,8648.0
Chile,2020-12-28,43.29,
Chile,2020-12-29,43.29,
Chile,2020-12-30,43.29,
Chile,2020-12-31,43.29,
Chile,2021-01-01,43.29,
Chile,2021-01-02,43.29,
Chile,2021-01-03,45.71,
Chile,2021-01-04,45.71,9053.0
Chile,2021-01-05,45.71,10497.0
Chile,2021-01-06,45.71,10703.0
Chile,2021-01-07,45.71,
Chile,2021-01-08,45.71,10704.0
Chile,2021-01-09,45.71,
Chile,2021-01-10,44.71,10705.0
Chile,2021-01-11,44.71,10706.0
Chile,2021-01-12,44.71,
Chile,2021-01-13,44.71,10707.0
Chile,2021-01-14,44.71,12827.0
Chile,2021-01-15,44.71,13783.0
Chile,2021-01-16,44.71,13806.0
Chile,2021-01-17,56.86,
Chile,2021-01-18,56.86,24856.0
Chile,2021-01-19,56.86,44222.0
Chile,2021-01-20,56.86,53532.0
Chile,2021-01-21,56.86,56588.0
Chile,2021-01-22,56.86,56999.0
Chile,2021-01-23,56.86,
Chile,2021-01-24,59.86,
Chile,2021-01-25,59.86,57016.0
Chile,2021-01-26,59.86,57035.0
Chile,2021-01-27,59.86,57036.0
Chile,2021-01-28,59.86,
Chile,2021-01-29,59.86,57036.0
Chile,2021-01-30,59.86,57037.0
Chile,2021-01-31,69.29,57037.0
Chile,2021-02-01,69.29,57038.0
Chile,2021-02-02,69.29,70231.0
Chile,2021-02-03,69.29,240619.0
Chile,2021-02-04,69.29,414693.0
Chile,2021-02-05,69.29,583545.0
Chile,2021-02-06,69.29,611401.0
Chile,2021-02-07,79.43,620040.0
Chile,2021-02-08,79.43,841567.0
Chile,2021-02-09,79.43,1084120.0
Chile,2021-02-10,79.43,1356594.0
Chile,2021-02-11,79.43,1608024.0
Chile,2021-02-12,79.43,1837311.0
Chile,2021-02-13,79.43,1866842.0
Chile,2021-02-14,78.29,1871310.0
Chile,2021-02-15,78.29,2137219.0
Chile,2021-02-16,78.29,2357313.0
Chile,2021-02-17,78.29,2545363.0
Chile,2021-02-18,78.29,2700661.0
Chile,2021-02-19,78.29,2842813.0
Chile,2021-02-20,78.29,2852454.0
Chile,2021-02-21,75.86,2853617.0
Chile,2021-02-22,75.86,2961760.0
Chile,2021-02-23,75.86,3055981.0
Chile,2021-02-24,75.86,3142094.0
Chile,2021-02-25,75.86,3228073.0
Chile,2021-02-26,75.86,3306386.0
Chile,2021-02-27,75.86,3316432.0
Chile,2021-02-28,71.71,3316786.0
Chile,2021-03-01,71.71,3453973.0
Chile,2021-03-02,71.71,3612951.0
Chile,2021-03-03,71.71,3770837.0
Chile,2021-03-04,71.71,3915618.0
Chile,2021-03-05,71.71,4051909.0
Chile,2021-03-06,71.71,4061558.0
Chile,2021-03-07,76.0,4062633.0
Chile,2021-03-08,76.0,4199280.0
Chile,2021-03-09,76.0,4338349.0
Chile,2021-03-10,76.0,4474208.0
Chile,2021-03-11,76.0,4645674.0
Chile,2021-03-12,76.0,4796939.0
Chile,2021-03-13,76.0,4821231.0
Chile,2021-03-14,80.86,4823984.0
Chile,2021-03-15,80.86,4981912.0
Chile,2021-03-16,80.86,5148612.0
Chile,2021-03-17,80.86,5299960.0
Chile,2021-03-18,80.86,5448894.0
Chile,2021-03-19,80.86,5588807.0
Chile,2021-03-20,80.86,5612003.0
Chile,2021-03-21,86.57,5614855.0
Chile,2021-03-22,86.57,5761677.0
Chile,2021-03-23,86.57,5912024.0
Chile,2021-03-24,86.57,6066368.0
Chile,2021-03-25,86.57,6223903.0
Chile,2021-03-26,86.57,6390547.0
Chile,2021-03-27,86.57,6403496.0
Chile,2021-03-28,67.57,6404466.0
Chile,2021-03-29,67.57,6555812.0
Chile,2021-03-30,67.57,6689816.0
Chile,2021-03-31,67.57,6817032.0
Chile,2021-04-01,67.57,6951934.0
Chile,2021-04-02,67.57,6953829.0
Chile,2021-04-03,67.57,6955710.0
Chile,2021-04-04,124.43,6956375.0
Chile,2021-04-05,124.43,7036395.0
Chile,2021-04-06,124.43,7129599.0
Chile,2021-04-07,124.43,7224533.0
Chile,2021-04-08,124.43,7301339.0
Chile,2021-04-09,124.43,7372279.0
Chile,2021-04-10,124.43,7383480.0
Chile,2021-04-11,98.43,7384581.0
Chile,2021-04-12,98.43,7462808.0
Chile,2021-04-13,98.43,7537863.0
Chile,2021-04-14,98.43,7617289.0
Chile,2021-04-15,98.43,7679641.0
Chile,2021-04-16,98.43,7738118.0
Chile,2021-04-17,98.43,7746030.0
Chile,2021-04-18,120.29,7746906.0
Chile,2021-04-19,120.29,7790903.0
Chile,2021-04-20,120.29,7830189.0
Chile,2021-04-21,120.29,7861400.0
Chile,2021-04-22,120.29,7917837.0
Chile,2021-04-23,120.29,7957733.0
Chile,2021-04-24,120.29,7963483.0
Chile,2021-04-25,98.14,7963836.0
Chile,2021-04-26,98.14,8006984.0
Chile,2021-04-27,98.14,8046025.0
Chile,2021-04-28,98.14,8089549.0
Chile,2021-04-29,98.14,8120469.0
Chile,2021-04-30,98.14,8171482.0
Chile,2021-05-01,98.14,8172573.0
Chile,2021-05-02,102.14,8173374.0
Chile,2021-05-03,102.14,8249505.0
Chile,2021-05-04,102.14,8330642.0
Chile,2021-05-05,102.14,8412209.0
Chile,2021-05-06,102.14,8493862.0
Chile,2021-05-07,102.14,8578042.0
Chile,2021-05-08,102.14,8595429.0
Chile,2021-05-09,92.0,8596394.0
Chile,2021-05-10,92.0,8699763.0
Chile,2021-05-11,92.0,8807229.0
Chile,2021-05-12,92.0,8912145.0
Chile,2021-05-13,92.0,9009204.0
Chile,2021-05-14,92.0,9112514.0
Chile,2021-05-15,92.0,9113572.0
Chile,2021-05-16,90.43,9113838.0
Chile,2021-05-17,90.43,9238506.0
Chile,2021-05-18,90.43,9374688.0
Chile,2021-05-19,90.43,9500518.0
Chile,2021-05-20,90.43,9629092.0
Chile,2021-05-21,90.43,9637543.0
Chile,2021-05-22,90.43,9664490.0
Chile,2021-05-23,93.14,9668191.0
Chile,2021-05-24,93.14,9844134.0
Chile,2021-05-25,93.14,10034086.0
Chile,2021-05-26,93.14,10214816.0
Chile,2021-05-27,93.14,10381818.0
Chile,2021-05-28,93.14,10527321.0
Chile,2021-05-29,93.14,10568923.0
Chile,2021-05-30,94.43,10578046.0
Chile,2021-05-31,94.43,10734157.0
Chile,2021-06-01,94.43,10884127.0
Chile,2021-06-02,94.43,11016626.0
Chile,2021-06-03,94.43,11111919.0
Chile,2021-06-04,94.43,11188744.0
Chile,2021-06-05,94.43,11213411.0
Chile,2021-06-06,109.86,11217188.0
Chile,2021-06-07,109.86,11298616.0
Chile,2021-06-08,109.86,11379021.0
Chile,2021-06-09,109.86,11472426.0
Chile,2021-06-10,109.86,11582005.0
Chile,2021-06-11,109.86,11666705.0
Chile,2021-06-12,109.86,11689821.0
Chile,2021-06-13,109.0,11691299.0
Chile,2021-06-14,109.0,11800583.0
Chile,2021-06-15,109.0,11889426.0
Chile,2021-06-16,109.0,11999035.0
Chile,2021-06-17,109.0,12073076.0
Chile,2021-06-18,109.0,12136954.0
Chile,2021-06-19,109.0,12153827.0
Chile,2021-06-20,116.14,12155635.0
Chile,2021-06-21,116.14,12163059.0
Chile,2021-06-22,116.14,12266584.0
Chile,2021-06-23,116.14,12354598.0
Chile,2021-06-24,116.14,12466716.0
Chile,2021-06-25,116.14,12555075.0
Chile,2021-06-26,116.14,12576254.0
Chile,2021-06-27,110.14,12578548.0
Chile,2021-06-28,110.14,12581022.0
Chile,2021-06-29,110.14,12652934.0
Chile,2021-06-30,110.14,12724005.0
Chile,2021-07-01,110.14,12825034.0
Chile,2021-07-02,110.14,12901979.0
Chile,2021-07-03,110.14,12920970.0
Chile,2021-07-04,115.71,12923381.0
Chile,2021-07-05,115.71,12981610.0
Chile,2021-07-06,115.71,13032945.0
Chile,2021-07-07,115.71,13111602.0
Chile,2021-07-08,115.71,13173568.0
Chile,2021-07-09,115.71,13228098.0
Chile,2021-07-10,115.71,13249694.0
Chile,2021-07-11,113.43,13252270.0
Chile,2021-07-12,113.43,13305605.0
Chile,2021-07-13,113.43,13388716.0
Chile,2021-07-14,113.43,13446183.0
Chile,2021-07-15,113.43,13523004.0
Chile,2021-07-16,113.43,13525229.0
Chile,2021-07-17,113.43,13535642.0
Chile,2021-07-18,90.86,13536676.0
Chile,2021-07-19,90.86,13587035.0
Chile,2021-07-20,90.86,13629053.0
Chile,2021-07-21,90.86,13663857.0
Chile,2021-07-22,90.86,13701332.0
Chile,2021-07-23,90.86,13760773.0
Chile,2021-07-24,90.86,13785246.0
Chile,2021-07-25,79.29,13787352.0
Chile,2021-07-26,79.29,13803811.0
Chile,2021-07-27,79.29,13813894.0
Chile,2021-07-28,79.29,13821782.0
Chile,2021-07-29,79.29,13830927.0
Chile,2021-07-30,79.29,13839732.0
Chile,2021-07-31,79.29,13840812.0
Chile,2021-08-01,70.0,13840851.0
Chile,2021-08-02,70.0,13941463.0
Chile,2021-08-03,70.0,14055195.0
Chile,2021-08-04,70.0,14060216.0
Chile,2021-08-05,70.0,14063681.0
Chile,2021-08-06,70.0,14066857.0
Chile,2021-08-07,70.0,14067115.0
Chile,2021-08-08,71.86,14067171.0
Chile,2021-08-09,71.86,14144305.0
Chile,2021-08-10,71.86,14212625.0
Chile,2021-08-11,71.86,14215583.0
Chile,2021-08-12,71.86,14218023.0
Chile,2021-08-13,71.86,14220222.0
Chile,2021-08-14,71.86,14220518.0
Chile,2021-08-15,54.29,14220744.0
Chile,2021-08-16,54.29,14259756.0
Chile,2021-08-17,54.29,14297161.0
Chile,2021-08-18,54.29,14300419.0
Chile,2021-08-19,54.29,14303480.0
Chile,2021-08-20,54.29,14306702.0
Chile,2021-08-21,54.29,14308055.0
Chile,2021-08-22,39.14,14308751.0
Chile,2021-08-23,39.14,14338783.0
Chile,2021-08-24,39.14,14365790.0
Chile,2021-08-25,39.14,14383742.0
Chile,2021-08-26,39.14,14386807.0
Chile,2021-08-27,39.14,14389705.0
Chile,2021-08-28,39.14,14390988.0
Chile,2021-08-29,33.71,14391463.0
Chile,2021-08-30,33.71,14413442.0
Chile,2021-08-31,33.71,14435409.0
Chile,2021-09-01,33.71,14438201.0
Chile,2021-09-02,33.71,14440612.0
Chile,2021-09-03,33.71,14442900.0
Chile,2021-09-04,33.71,14443442.0
Chile,2021-09-05,32.29,14443587.0
Chile,2021-09-06,32.29,14460825.0
Chile,2021-09-07,32.29,14478159.0
Chile,2021-09-08,32.29,14480088.0
Chile,2021-09-09,32.29,14481838.0
Chile,2021-09-10,32.29,14483340.0
Chile,2021-09-11,32.29,14483718.0
Chile,2021-09-12,19.14,14483763.0
Chile,2021-09-13,19.14,14550325.0
Chile,2021-09-14,19.14,14603524.0
Chile,2021-09-15,19.14,14659624.0
Chile,2021-09-16,19.14,14687269.0
Chile,2021-09-17,19.14,14687351.0
Chile,2021-09-18,19.14,14687367.0
Chile,2021-09-19,19.71,14687370.0
Chile,2021-09-20,19.71,14754160.0
Chile,2021-09-21,19.71,14816674.0
Chile,2021-09-22,19.71,14891170.0
Chile,2021-09-23,19.71,14943165.0
Chile,2021-09-24,19.71,15015405.0
Chile,2021-09-25,19.71,15016318.0
Chile,2021-09-26,13.29,15016559.0
Chile,2021-09-27,13.29,15116057.0
Chile,2021-09-28,13.29,15237765.0
Chile,2021-09-29,13.29,15361953.0
Chile,2021-09-30,13.29,15477708.0
Chile,2021-10-01,13.29,15583474.0
Chile,2021-10-02,13.29,15589475.0
Chile,2021-10-03,7.43,15589917.0
Chile,2021-10-04,7.43,15674134.0
Chile,2021-10-05,7.43,15751560.0
Chile,2021-10-06,7.43,15821660.0
Chile,2021-10-07,7.43,15885777.0
Chile,2021-10-08,7.43,15940704.0
Chile,2021-10-09,7.43,15942767.0
Chile,2021-10-10,10.0,15942874.0
Chile,2021-10-11,10.0,15943397.0
Chile,2021-10-12,10.0,16001506.0
Chile,2021-10-13,10.0,16059654.0
Chile,2021-10-14,10.0,16109519.0
Chile,2021-10-15,10.0,16149726.0
Chile,2021-10-16,10.0,16151565.0
Chile,2021-10-17,6.14,16151672.0
Chile,2021-10-18,6.14,16191507.0
Chile,2021-10-19,6.14,16237053.0
Chile,2021-10-20,6.14,16277021.0
Chile,2021-10-21,6.14,16313391.0
Chile,2021-10-22,6.14,16343290.0
Chile,2021-10-23,6.14,16344705.0
Chile,2021-10-24,9.29,16344833.0
Chile,2021-10-25,9.29,16379723.0
Chile,2021-10-26,9.29,16412367.0
Chile,2021-10-27,9.29,16444370.0
Chile,2021-10-28,9.29,16474061.0
Chile,2021-10-29,9.29,16498986.0
Chile,2021-10-30,9.29,16501387.0
Chile,2021-10-31,11.57,16501654.0
Chile,2021-11-01,11.57,16501863.0
Chile,2021-11-02,11.57,16528270.0
Chile,2021-11-03,11.57,16555129.0
Chile,2021-11-04,11.57,16580877.0
Chile,2021-11-05,11.57,16604803.0
Chile,2021-11-06,11.57,16607630.0
Chile,2021-11-07,14.0,16607836.0
Chile,2021-11-08,14.0,16631793.0
Chile,2021-11-09,14.0,16654325.0
Chile,2021-11-10,14.0,16674274.0
Chile,2021-11-11,14.0,16692197.0
Chile,2021-11-12,14.0,16710320.0
Chile,2021-11-13,14.0,16713264.0
Chile,2021-11-14,15.71,16713490.0
Chile,2021-11-15,15.71,16733482.0
Chile,2021-11-16,15.71,16751833.0
Chile,2021-11-17,15.71,16767733.0
Chile,2021-11-18,15.71,16781823.0
Chile,2021-11-19,15.71,16794613.0
